userName,score,at,content
Priscilla Kirana,2,2024-01-31 00:45:26,"Kenapa aplikasi terus berhenti ya? Padahal sudah update aplikasinya.. waktu buka zona berlatih tiba2 kembali terus tidak bisa digunakan, mohon diperbaiki"
Andhika Anbiya Muhammad,5,2024-01-30 16:54:27,Ini sangat membantu saya
Nayah Inayah,5,2024-01-30 14:55:58,Menarik dan bagus
shafa auliaz,1,2024-01-30 12:27:49,"ga bisa login katanya ada kesalahan,bikin males deh mau ngerjain tugas jgağŸ™„ğŸ™„"
Riona Qeis,5,2024-01-30 11:39:59,HALLO KAK FIA
Dicka Admajaya,5,2024-01-30 10:27:09,Makasih ya
Krisna Talin,5,2024-01-30 07:18:25,Ruang guru sangat bagus
Ratu Turnip,5,2024-01-30 01:45:12,"bagus, smt nya asik asik, ğŸ˜ğŸ˜ğŸ˜ğŸ¤©ğŸ¤©ğŸ¤©"
Rudi Yantoro,5,2024-01-29 16:36:10,"Aplikasinya sangat bagus. Mnambah ilmu untuk anak"" sekolah"
Alya Laila rahma,5,2024-01-29 14:38:24,Baguuusss banggettttt
Ù…Ø­Ù…Ø¯ Ø¨Ø­Ø±ÙˆØ§Ù„Ø¹Ù„ÙˆÙ…,4,2024-01-29 13:57:47,Iya saya tau ada kualitas ada harga tapi harga mahal bngt sih buat saya yg pake duit pribadi di bilang ya bagus mahal aja sih
Natasya Deva,1,2024-01-29 12:44:57,Lumayan membantu
Felix H.togatorop,5,2024-01-29 11:37:24,Membantu sekali dalam pembelajaran saya ğŸ‘
Aulisa Lisa,5,2024-01-29 10:21:58,Sangat memuaskan
nnasywa,4,2024-01-29 09:14:46,"Good lah, well, very well"
Arfidayani Rais,1,2024-01-29 08:16:43,Kenaa selalu ditelpon sih. Kan saya sudah gag mau perpanjang lagi. Terlalu mahal menurut saya. Please jangan telpon2 trus
Komang Arca,4,2024-01-29 07:17:48,Lebih bagus lagi kalau apk nya off itu bisa membantu kalau ada yang tidak memiliki internet/bikin lah kayak semacam mode offline
Muhammad Rosyid Ridlo,5,2024-01-29 00:56:37,Bagus
Muhammad Iqbal,5,2024-01-28 13:29:12,Saya berlangganan Brain Academy. Pelajaran mudah dimengerti. Terima kasih tim Ruangguru. Semoga saya bisa keterima ITB tahun ini.
Sonia Benu,3,2024-01-28 12:26:12,Gak bisa akses teman belajar malah uang muncul akun saya bukan level yang harus di kerjakan
marisa marisa,5,2024-01-28 10:04:21,Karna seru
Christian Afaridi22,4,2024-01-28 09:24:03,Kurang
Sri Natalia,5,2024-01-28 08:59:54,Bagus pengajaranya
Kiaa Kiaa,5,2024-01-28 08:19:10,Good
Syahirul Alim,5,2024-01-28 07:00:54,Sangat membantu
Alfarezi ikhtiar,5,2024-01-28 05:26:24,Nice Banget
dyah ayuyulyastuti,5,2024-01-28 02:19:20,Hehe bagusss jangan ragu buat download
Ila Tea,5,2024-01-27 22:22:12,God ruang guru
Smart People,5,2024-01-27 19:55:50,Bagus
Nindi Aulia,5,2024-01-27 12:47:59,"materi dapat dipahami, buat yg ambil brain academy offline bisa lebih paham, sangat membantu dalam mempersiapkan utbk maupun mandiri"
Rasya Tri Adytia,5,2024-01-27 12:40:53,Di ruang guru ada bahasa jepang gak yg kelas 10 kumer?
Tiarahana Simargolang,5,2024-01-27 08:15:58,Sangka bagus
9-8 Almas Haifan H,5,2024-01-27 07:34:33,ğŸ‡²ğŸ‡¨
Dimas Siswa prayoga,5,2024-01-26 12:58:37,"Alhamdulillah bagus kak aplikasinya saran ku ditambahkan pembahasan yg berkaitan dengan skill seperti melatih ketrampilan powerpoint, word dan excel."
Nur Hidayah,5,2024-01-26 08:39:57,(Kata sandinya) SD INPRES PAUPANDA 2
Sam Suddin,5,2024-01-26 04:56:46,Baik dqn bagus
Nikmah Redmi,5,2024-01-26 04:46:52,Senang
Namira Kurniasari,5,2024-01-26 04:30:20,"Suka bangettt, aku jadi bisa meningkatkan ilmu kuu"
Prijayamuda,5,2024-01-25 22:19:04,"Wah, seru banget, soalnya saya nonton sambil belajar, semua pelajaran nya asik banget dan juga ada beberapa adegan lucu sih, saya kasih 5 bintang karena setelah saya belajar di ruangguru saya dapat rangking 1 disekolah"
Rizki Alvian,5,2024-01-25 16:43:00,Sangat bermanfaat
Sukino Jrt,5,2024-01-25 14:22:39,Wihh ini ruang guru sangat membantu ku saat aku lagi kesulitan makanya aku kasih bintang 5 nihh coba kalian donloud ini pasti kalian bisa belajar dengan mudah nya di ruang guru!
Anna Okta,5,2024-01-25 14:16:31,Bagus aplikasinya terutama untuk pelajar SD membantu sekalii dalam pembelajaran ğŸ‘ğŸ»
Mutia Rahma Inayah,5,2024-01-25 12:24:55,Bagus ternyata bisa tanpa uang juga belajar gratis
Basti Abd,5,2024-01-25 11:49:33,Mantap
Kadek Sumerta,2,2024-01-25 11:05:32,Susah banget pas mau masuk pake begituan
Ariq Rifqi,1,2024-01-25 10:35:15,Kurang banget sih
Stepio Cheryn09,5,2024-01-25 08:27:55,"Suka banget sama aplikasi nya, membantu untuk aku buat belajar untuk lebih paham lagi!"
Fina Nailatul Izzah,4,2024-01-25 07:09:30,"Tolong bgtt buat ruang guru kalo mau cek rasionalisasi trs ngubah data plss jangan ilang semua datanya otomatis ngisi ulang dari awal, kalo misal kesimpen kan kita cmn perlu perbaikan yg perlu diubah ajaaga ngulang semua data. Kadang uda ngisi pjg bgt pas diakhir ngeblank gbs kesimpen trs ngulang data itu cape bgt n bnrÂ² bikin beteğŸ˜©ğŸ˜©ğŸ˜©ğŸ˜©ğŸ˜©"
Aris Yopi BBC_004_R,5,2024-01-24 17:22:18,Aplikasinya sangat membantu untuk belajar. Semoga fitur2nya lebih dikembangkan lagi.
oyaa liora,5,2024-01-24 13:31:54,Gampang untuk dipahami dan juga seru karena ada animasi latihan pada bank soal sebelum mengerjakan kuis di bank soal dan ada hewan yang menambah teman belajar!
Rafa fauzan KAMIL,3,2024-01-24 13:26:46,Aneh setiap screenshot tapi gak masuk ke galeri screenshot hp
Naufal haromain,5,2024-01-24 13:18:26,Bang belva makasih udah bikin nilaiku gk anjlok
yani sumayani,5,2024-01-24 12:34:01,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
Noriko Danish Alfarel,5,2024-01-24 09:26:21,"Aplikasi yg sangat bagus dan sangat membatu para pelajar. Aplikasinyapun mudah digunakan. Buruan download,dijamin ga akan nyesel."
Kayana Desvia,5,2024-01-24 08:34:41,Kita mudah memahami pelajaran apapun mau mtk bahasa inggris dan lain lain
Lulu Hafizhoh,5,2024-01-24 03:37:07,"terimakasih banyak ruangguru udah membantu kendala saya sebelumnya, layanannya bagus banget"
Claudia Bonita M,4,2024-01-23 15:08:47,bagus tapi suka lag apa karena internetnya ya?
R_ Dulu (boren),5,2024-01-23 12:45:34,"Aplikasi ini yang terbaik dari semua yang pernah saya gunakan untuk membimbing anak saya, Dengan bantuan aplikasi ini, saya bisa mengukur sejauh mana anak saya bisa menguasai pelajaran di sekolah nya"
Fairuz Mumtazah,5,2024-01-23 12:31:55,"Terima kasih ruang guru, kebantu banget buat persiapan utbk besook"
Cerilyn Carlyn,5,2024-01-23 09:25:08,Seru banyak jawaban seperti les beneran
Fahira Putri,1,2024-01-23 04:04:26,"harap keapda ruang guru,, jangan spam kalo daa gak join lagii,,, ini daaa berapa kali di blok masi aja di spam pakai nmor lain"
Melpa Vivo,5,2024-01-23 02:26:53,Menurut aku rekomendasi banget aplikasi ruang guru ini ke ibu yang hari hari nya sangat sibuk..melalui aplikasi di gejed kita bisa belajar dengan anak kita di rumah soalnya soalnya juga sangat mudah di pahami.terimakasih ruang guru..
Doliarya,5,2024-01-23 00:37:23,DeskriminasiğŸ˜€500/
Sedang Belajar,3,2024-01-22 23:31:25,"Sosiologi banyak soal dan jawaban tidk muncul Soal sedikit, bank soal tdk lengkap, video pembahasan soal juga tidak bisa di buka, aplikasi sudah terbaru kak tdk ada opsi updt"
Aulia Mutia,5,2024-01-22 14:19:29,"Penjelasan nya mudah di pahami dan cara mengajarnya asik,sekarang aku jadi paham mtk"
Aulia R.R,5,2024-01-22 13:38:13,"MATERI NYA JADI GAMPANG DIPAHAMI, worth it buat berlangganan!!"
Athala Ata,3,2024-01-22 13:24:43,Masi baru dlm aplikasi ini
Sari Whercame,5,2024-01-22 13:08:02,Mantap fiturnya bagus dan membantu anak saya dalam pelajaran
Adinda Umay iroh,5,2024-01-22 12:48:09,aplikasi yg sangat bagus untuk di pakai belajar saya sangat suka dengan ruangguru iniğŸ‘ğŸ»ğŸ™ğŸ»
lovely black cat,1,2024-01-22 12:44:50,Nyesel instal ruang guru log in kelas SMP sekarang ke orang tua ditawarin kelas sma buat persiapan ptn. Terlalu lama brain academynya ga efektif selama 6 jam (3 jadwal). Kurang bermanfaat bagiku. Orang mau belajar pelajaran lainnya di sekolah ga bisa. Kasih bintang 1 ngeselin. Mau belajar ulangan pun ga bisa jadi kehambat gara-gara uang dari ortu melayang. Nyedot kuota pula habisssss gara2 live teaching. Ortu maksa suruh ikut bimbel online
Kania Vidyaparamita,4,2024-01-22 11:15:09,"Haloo kakak kakak ruang guru, perkenalkan nama saya Kaniaa, semenjak saya menggunakan ruang guru saya mendapatkan banyak pelajaran tambahan. Tetapii .. ada kekurangannya jugaa, yaitu saat ingin menjawab soal kadang kadang soal tidak muncul dan jawabannya juga..., semoga bisa diperbaiki yaa!!, semangat belajar buat semuanyaaa."
GINI DIARTINI,5,2024-01-22 10:24:21,"Mayan, tapi akun ku bisa di hack"
Rey Han,5,2024-01-22 10:19:32,Banyak fitur belajar
Gesti Verina,5,2024-01-22 05:16:58,Keren banget apalagi sama pelayanannya. TOP deh buat Ruangguru ğŸ¤©ğŸ¤©
Yesty Gultom,5,2024-01-22 01:47:19,"Apk ini membuat saya tambah mengerti mengenai materiÂ² pembelajaran saya, dan saya cepat mengerti dari videoÂ²Nya ğŸ‘ğŸ»"
Putri Malu,2,2024-01-21 12:43:43,Sumpah gimana yaaa gw tanya apa di jawab apağŸ˜ğŸ˜
M daffa Fauzi,5,2024-01-21 12:11:41,ruangguru terbaikk:)
Rio Nina,5,2024-01-21 08:35:13,Buat melatih pelajaran
Riki Gunawan,5,2024-01-21 03:32:56,Aplikasi paling bermanfaat bagi saya
Al Farizy,5,2024-01-21 00:50:47,Sangat membantu aplikasi ini wajib download
Rifqi Adhi Falah,5,2024-01-20 13:35:06,Sangat menyenangkan
Nikita Tiwi,5,2024-01-20 13:20:02,Bagus
farhan pratama,5,2024-01-20 12:58:09,"Penjelasannya jelas, dan rinci, sistem online offline pun juga bagus, kurang lebihnya tergantung kondisi dari user ya"
Hayatun Nur,5,2024-01-20 10:11:21,Mantap
Nuridah Nur,5,2024-01-20 08:11:04,"Ruang guru adalah salah satu aplikasi yang sangat sangat membantu, apa lagi untuk tingkat pelajaran yang sudah tinggi cocok bangat untuk bergabung dengan ruang guru"
Itsz Sindi,1,2024-01-20 07:36:07,"Nyesell udh berlangganan ga bisa dibuka videonyağŸ¤® , udh di kasih keluhan malah ga bertanggung jwb"
Nazzam Adly,4,2024-01-20 05:49:41,Makasihh ruang guru membantu banget
Rahmat Mulyadi,1,2024-01-20 03:09:44,Layanan buruk
Millik Samsung a04,5,2024-01-20 02:23:02,No comment
Malzz Xxy,1,2024-01-20 01:40:53,Aplikasi tidak berguna loading lama
Dini Nurhidayat,5,2024-01-19 23:28:12,"Apk nya terbaik,sangat membantu saya belajar matematika dan memudahkan saya untuk mengerjakan soal-soal pelajaranğŸ‘"
Luthfi Daudsyah official,5,2024-01-19 19:27:05,Applikasi yang bagus untuk ilmu pendidikan
Tony Mulyadi,1,2024-01-19 15:32:39,"Aplikasi yg bermanfaat membantu kita dalam belajar, lengkap dari sd sampai smk pun ada semua. Semoga terus berkembang menjadi lebih baik ğŸ‘"
Savira Aulia,5,2024-01-19 13:58:40,"Bismillah,aplikasi yang benar benar membantuuğŸ‘ğŸ»ğŸ‘ğŸ»setelah berlangganan dan memakai ruangguru,saya jadi aktif dan sangat suka belajar.Asli sih,kayak kecanduan gituğŸ±Selain karena master teacher nya yang luar biasa,video nya juga ga bikin bosen...entah kenapa saya menjadi semangat dan tekunğŸ¤—terima kasih ruangguru i love youâ¤ï¸"
fattur saleh,5,2024-01-19 11:50:10,belajar dengan animasi sangat menarik dan mudah untuk dipelajarin dan mendapatkan ilmu yang banyak sekali
Ira Jiran patty,5,2024-01-19 11:07:10,"Sangat bagusss,cocok banget klo di jadiin tmpt belajar dan jg banyak promo di apk ini like banget dehhh"
Sotya Raya,5,2024-01-19 10:25:52,Belajar lebih menyenangkan.
Retno Ningsih,1,2024-01-19 08:20:21,Akun tidak aktif setalah seminggu pembayaran dan dilaporkan disuruh menunggu lewat dari 3 hari kerja tetap tidak bisaâ€¢ respon minta kirim vdio terus tapi GX da perubahan
suminar life',5,2024-01-19 07:42:52,"Aplikasi yang mudah untuk di gunakan,,bimbingan belajar online terbaik hanya di ruang guru"
Maylani Trinity,5,2024-01-19 06:22:17,"Seru kak, cuma kalo beli lagi pake akun yg sama maunya di update juga gitu kak hasil belajar nya... Yg aku langganan kali kedua ke cheklist semua, jadi bingung udah sampe mana belajar nya ğŸ˜…... Tapi aku suka sih.. ini lagi langganan paket utbk, mudah mudahan masuk deh ğŸ¤ PTN.lopyou"
Aldy Example,5,2024-01-19 02:23:41,"sangat terbantu dengan adanya aplikasi ini,trimakasih ruang guru"
Rafka Gws (Rafka),1,2024-01-19 01:40:34,oarnag yang satang kes kolah maksa udah tepos
Setia Yesica,5,2024-01-18 22:10:04,pembahasannya mudah dipahami dan membuat saya semakin semangat belajar
Nania Chornalia,5,2024-01-18 14:26:06,karna apk nya membantu dan bagus bngettt......
MikkÃ¤ ĞœĞ¸ĞºĞºĞ°,5,2024-01-18 12:48:53,Mantap kak ğŸ‘ğŸ¿
Aqila H,5,2024-01-18 12:42:41,Bagus bangetğŸ‘ğŸ»ğŸ‘ğŸ»
Ayundha Septi Ramadhani,5,2024-01-18 12:23:19,Umar
Ermelinda Lala,5,2024-01-18 12:17:32,Sangat membantu sekali untuk anaÄ·2 kami.terima kasih
Sri Widani,2,2024-01-18 11:49:08,Seperti kebanyakan eror dan tidak jelas
Yasir Alsundawi Channel,5,2024-01-18 11:35:18,"Aplikasi ini sangat membantu ,dan bimbingan belajar yang sangat aplikatip dan efisien .serta cara belajar anak mudah paham ."
Winda Novia,5,2024-01-18 02:03:40,Aplikasi pembelajaran yang sangat membantu memberikan banyak pengetahuan
Reny Rahmawati,5,2024-01-18 00:43:15,berguna sekali untuk anak belajar terimakasih banyak untuk Ruangguru âœ¨ğŸ™
Handa Ina,5,2024-01-17 22:24:20,"Alhamdulillah.. aplikasi ini sangat membantu proses belajar,mudah di mengerti,para pengajarpun sangat terampil dalam menjelaskan,terima kasih ruang guru"
Rizky Agung Ramadhan,3,2024-01-17 19:06:07,"Saya sih netral aja atas ulasan aplikasi ruang guru ini, karena ada kelebihan dan kekurangannya"
Rivan Dermawan,5,2024-01-17 15:26:48,Mantap
Ridho Alliffiansah,5,2024-01-17 12:52:29,Saya menjadi lebih mudah untuk mencerna pelajaran
Grazellyne Aulyne,5,2024-01-17 12:00:20,"Pokoknya menurut aku,kalo mau belajar atau apapun tentang pendidikan mending di aplikasi ini aja woii,dulu aku pernah pake Ruangguru dari 2021 soalnyaaa betah bangett plss,gara gara Ruangguru nilai ku meningkat drastis,thank u so much Ruangguru! ğŸ˜µâ€ğŸ’«ğŸ«¶ğŸ»"
Andi Mallarangeng,5,2024-01-17 09:34:01,Andi tangsa
Tati Rahayu,5,2024-01-17 08:09:28,Aplikasinya sangat bagus
AGNES TRY AURELIA,5,2024-01-17 06:44:20,Saya suka aplikasi ini sangat membantu saya dalam belajar
Farah Amirah Z ã‚·,1,2024-01-17 03:17:59,"mohon maaf sebelumnya min. Waktu ngisi rasionalitas snbp, cuma ditinggal keluar bentar doang buat ngecek npsn sekolah di google malah ngulang dri awal pengisian, di tinggal ngecek sertifikat di album juga ngulang lgi dri awal, cuma masukkin foto rapot doang keluar (walau jarang), tpi tetep aja sih cape banged ngisinya :"")"
Zafer Ps,5,2024-01-16 13:53:21,platform belajar ter the best
Almira Cordelia,1,2024-01-16 12:54:19,ğŸ™„
Muhammad Zidny Nabil,5,2024-01-16 12:51:50,"Untuk fitur rasional SNBP udah sangat bagus, cuman saran saya saat mau mengganti data, datanya tetap ada agar tidak ribet lagi mengulang mengisi data raport, nilaiÂ² dan segala macam yang cukup banyak itu, karena yang ada ini datanya langsung keulang dari 0 tidak tetap begutu, itu saran saya semoga menjadi lebih baik lagi, terimakasih ğŸ™ğŸ»"
Ririn Wulandari,5,2024-01-16 07:08:15,Aplikasi ini keren banget... Sangat membantu anak saya dalam belajar.. Ga nyesel deh download ini..
YASR GAMING,5,2024-01-16 06:28:34,Bagus
Defri,5,2024-01-16 05:50:07,"Kenapa ya saat nonton video pembelajaran tidak dapat xp dan koin,tidak seperti pas tahun pertama pakai,padahal beli paket yang 2 tahun lebih,tolong lah perbaiki takut ada masalah di sistemnya"
Zaky Oktavian,5,2024-01-16 05:25:37,rekomen banget paketnya juga terjangkau untuk gap year
Indah grup SBS,5,2024-01-16 04:44:25,Sangat membantu untuk memecahkan soal yang belum paham
Winda Saumuru,5,2024-01-16 04:27:29,Bagus banget
agni n,5,2024-01-16 02:19:04,aplikasi ini sangat baik dan sangat mempermudah pelajar untuk belajar dimanapun. aplikasi ini juga sangat lengkap dalam pembahasannyaâ¤ï¸
Mursid Bwx,3,2024-01-16 01:36:07,Kak minta tolong kasih subtitle difidio pengajaran agar lebih mudah memahami terima kasih
ccaa syaa_,5,2024-01-15 22:37:41,sangat membantu anak dalam belajar
TheEggoBrando,5,2024-01-15 15:41:22,"Sangat worth it untuk berlanggananğŸ˜ğŸ‘ Untuk matematika, materinya sangat terperinci. Dari pengenalan konsep, pembuktian rumus (jika ada) dan penyampaian yang mudah dipahami, juga video pembelajaran-nya sangat bagus dan editing visualiasi materinya sangat bagus."
Naurahil Kuswoyo,5,2024-01-15 12:19:11,"Terimakasih kepada Allah SWT yang telah memberikan rezeki yang berlimpah sehingga saya dapat menemukan tempat les terbaik saat ini. Terimakasih kepada tim ruangguru atas segala kebijakan sistem pembelajarannya.. semoga selalu mempertahankan kualitas nya sebagai salah satu aplikasi bimbel terbaik se Indonesian.. salam,murid ruangguru"
Taufiq Hidayat,4,2024-01-15 11:47:09,Harus menunggu 1 bulan agar cashback dapat di ambil
Maria Wohen,5,2024-01-15 10:35:12,Terima kasih
Ahmad Thoher,5,2024-01-15 06:43:38,Keren
Fadila Yuniar,5,2024-01-15 04:33:33,Bagus banget aplikasinya sangkat membantu adik saya belajar.. sukses terus ruangguru
A2 Channel,5,2024-01-15 02:32:05,Aplikasi yang sangat bagus untuk belajar online. Sangat membantu dan sukses untuk ruang guru
Mul Nanda,5,2024-01-15 01:24:52,Ruang guru sangat membatu untuk kita semua. Sangat di rekomendandasikan untuk smua kalangan ya
Aquamen ZERO,1,2024-01-14 15:59:10,"ribet banget rasionalisasi nilai snbp ujung ujungnya malah ""Gagal Menyimpan data"" (EROR) APAAN BUANG BUANG WAKTU..!!!!"
sitinurmalia qoyum,5,2024-01-14 14:49:22,keren banget karena ruang guru saya jdi bertambah ilmu terima kasih ruang guru
Keyla Cahya,4,2024-01-14 14:30:45,Bagus sih bagus tapi ada satu kekurangan gak ada b.arab nya jadi mohon maaf ğŸ™ saya kasih bintang 4 dulu
Tika Andriani,5,2024-01-14 13:42:34,"Yg punya anak usia belajar bagus nih kalo mentok ga bisa ngajarin ya solusinya disini , bagus berkualitas dan sesuai kurikulum anakÂ² pas pula sesuai kelas mereka Jangan ragu kalo pilih kursus oke nih"
Meida Ningsih,5,2024-01-14 12:41:44,"Aplikasi sangat berguna dan bermanfaat buat para pelajar, materi mudah di pahami dan jelas, dan juga memudahkan bisa belajar kapanpun dimanapun.."
Septia Purwaningsih,5,2024-01-14 12:34:27,Aplikasi bener - bener bagus..anak anak jadi mudah paham dan ngerti tentang materinya. Yang lebih penting anak anak jadi tidak gampang bosan karena pakai video jadi ga melulu baca. Mantap deh ruangguru..
nur hafizzah,5,2024-01-14 12:28:55,Kak langganan ruang guru itu bayar nya bisa per bulan gak atau hanya bisa per semester
Ilham Akbar Hanafi,5,2024-01-14 12:05:06,Terimakasih kepada ruang guru
annet Bviarsani,5,2024-01-14 11:25:51,"Bagus,asik,bikin betah pokoknya"
FIFA Plus,5,2024-01-14 11:06:30,Ini aplikasi super komplit untuk belajar anaku yang masih sd
Eril Xyyz,5,2024-01-14 10:48:07,Puas
Isaac mes,1,2024-01-14 10:26:57,"saya beli di web untuk dapet diskon karena di apk ruang gurunya gk ada diskon setelah saya beli di web ruangguru ternyata gk masuk di apk sehingga saya tidak bisa masuk belajar di apk maupun di webya padahal sudah ada bukti pembelian riwayat di web tapi di apk tidak ada ,jadi saya rugi sekarang"
fajrin fauzan,5,2024-01-14 08:36:12,Mantap
achmad sutejo,5,2024-01-14 08:27:38,Aplikasi yang sangat membantu untuk orang tua dan memberikan pengalaman baru untuk putra saya dan pastinya saya juga dapat belajar dengan mudah untuk membantu putra saya mencapai prestasi
Iip Syaripudin,5,2024-01-14 07:11:38,Alhamdulillah masih ada aplikasi ini. Dulu waktu sekolah pakai ini. Banyak sekali membantu dalam proses belajar di sekolah. Sekarang diturunkan ke anak sendiri. Terima kasih sudah ada aplikasi ini. Sangat membantu untuk perkembangan belajar anak-anak saya.
Riri Andra,5,2024-01-14 06:32:28,"Aplikasinya bagus ,untuk membantu anak anak belajar ,terutama untuk mengerjakan PR"
Priagung Rahmanto,5,2024-01-14 05:44:34,"Aplikasi bagus, sangat membantu para pelajar"
Meike Wardoyo,5,2024-01-14 03:00:59,Ini cocok
finnu ari,5,2024-01-14 02:34:10,Good
Zay Sarabity,5,2024-01-13 20:39:05,Aplikasi yang memudahkan
MISHALL HAURA PRIYA TARIGAN,5,2024-01-13 12:49:24,game ini sangat bagusğŸ˜
azzuhra zzahra6,5,2024-01-13 11:23:54,Sangat membantu para pelajar seperti saya yang tidak bisa ikut bimbel secara langsung. Dengan berlangganan ruang guru saya bisa ikut bimbel secara online. Para tentornya juga sangat baik dan mudah dipahami saat menjelaskan
Ilham Kurniawan,5,2024-01-13 09:34:41,ğŸ‘
prihatino tino,5,2024-01-13 03:13:11,Menurutku ini aplikasi kursus dan workshop terbaik dan termudah. Kontennya sesuai kebutuhan industri saat ini
Dhani Adhari,5,2024-01-13 02:05:45,"Terimakasih ruangguru, karena sudah mengajarkan saya dan memotivasi sayağŸ‘ğŸ»ğŸ¥°"
Ika Wardika,5,2024-01-13 00:07:24,Sangat membantu untuk proses pembelajaran.
Resya Maulana,5,2024-01-12 14:44:00,Sangat berguna sekali aplikasi ini membantu untuk pendidikan anak sekarang untuk belajar sehari hari di rumah
Didik Prasetyo,5,2024-01-12 12:35:17,Bagus aplikasi ini buat anak pinter belajar
Yunik Yunik,5,2024-01-12 12:08:25,Sangat bagus dan bisa membantu anak untk belajar
Haikal Habibi,5,2024-01-12 10:44:04,"oke, tp menurutku latihan soal yg bagian â€pembahasanâ€ itu di aktifkan buat free account. kasian yg ga premium jd gatau pembahasan nyaa"
Zahra Niswatus syufa,3,2024-01-11 23:37:17,Ruang guru gk seru gk enak lah pokok nya gk ad pelajaran yg disampai kan sama sama pelajaran di sekolahğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
Lasma Umayah,3,2024-01-11 22:30:14,"Mohon maaf Sebelumnya, tolong di perbaharui dari drill soal karena yang keluar soalnya itu2 aja gak ada yang baru jadi, isiannya juga kurang menantang terutama pada pelajaran literasi bahasa Indonesia untuk UTBK, bukan hanya itu tapi di semua soal, untuk materinya ruangguru jagonya karena mudah di pahami"
john why,5,2024-01-11 16:04:36,"Terimakasih ruang guru, sangat membantu apabila kita tidak bisa menjawab soal tinggal tanya aja keruang guru. Salam siluksen"
RANDY RAHMAN AZAHARI,5,2024-01-11 11:19:37,bintang 5 untuk cabang galaxy
Salsabila Yuniar Al Wafa,2,2024-01-11 10:39:46,"loading trs yg fitur brain academy tatap muka nyaa, pdhal mau ngerjain tugas tapi loading terusÂ²an dan gabisa kebukaa... tolong diperbaiki kaa"
MUHAMAD Alif,2,2024-01-11 10:19:45,"Maaf saya memberi 2 bintang karena saya tidak bisa masuk dan login misal,saya mau masuk dan, terus saya mau login tiba-tiba kembali dengan sendirinya ,dan sudah saya coba berkali-kali tapi masih tetap saja , itu saja yang bisa saya sampaikan tolong di betulkan agar aplikasi ini lebih baik dan lebih bagus lagi dan saya doakan semoga aplikasi ini setelah di betulkan semoga aplikasi ini banyak ulasan yang lebih baik lagi am'in yaroballalamin ,ya cuma itu saja yang bisa saya sampaikan terimakasih"
Hanum Khaerani,5,2024-01-11 06:25:13,Bagus begetee
Agung Adwitiya,1,2024-01-11 05:55:18,hrus diskon 99% inii
Lezzta Diana,5,2024-01-11 05:40:53,Alhamdulilah bnyk bngt kemajuan buat anakku belajar.semenjak ada ruang guru.nilai anakki smakin meningkat.dri mulai pas smp klas 1..smpe skrng smk klas 2.alhamdulilah masih setia di ruang guru.krn memang bagus buat meningkatkan kinerja belajar anakku.
Gusti Junior,5,2024-01-11 04:39:07,Mantap
Muhammad Zainul Murod,1,2024-01-11 04:33:39,Ayo ke quipper
Vynss Gitss,1,2024-01-11 01:28:26,Ruang riung
Pes Bandung,3,2024-01-11 01:25:33,Ruang Riung
Naira Nabila,2,2024-01-10 22:51:50,Aplikasi ini tidak bisa dibuka coba di lihat dulu mungkin ada yg salah
Adnan Himawan,5,2024-01-10 16:14:36,wow aplikasi ini sangat bagus
